Month,usg_apt,fg_apt,carrier,type,Total
3,JFK,CUR,B6,Passengers,1657
3,IAH,VER,EV,Passengers,1659
3,IND,CUN,F9,Passengers,1659
3,IAD,SAL,Q6,Passengers,1660
3,PIT,LHR,BA,Passengers,1663
3,SFO,BCN,IB,Passengers,1668
3,IAD,RUH,SV,Passengers,1671
3,PDX,NRT,DL,Passengers,1678
3,BNA,YYZ,AC,Passengers,1679
3,PDX,YVR,OO,Passengers,1698
3,LAX,SAL,Q6,Passengers,1702
3,ORD,YVR,QK,Passengers,1712
3,MCO,GDL,Y4,Passengers,1720
3,BOS,YHZ,QK,Passengers,1721
3,ATL,YVR,DL,Passengers,1724
3,ATL,FCO,DL,Passengers,1730
3,LAX,MAD,DY,Passengers,1734
3,ORD,NRT,UA,Passengers,1735
3,EWR,FCO,UA,Passengers,1740
3,LAX,OAX,Y4,Passengers,1743
3,EWR,WAW,LO,Passengers,1744
3,FLL,BGI,B6,Passengers,1759
3,LAX,SJO,AS,Passengers,1770
3,IAH,NRT,UA,Passengers,1771
3,MCO,YHZ,TS,Passengers,1777
3,JFK,ADD,ET,Passengers,1777
3,ORD,MLM,Y4,Passengers,1778
3,IAD,GVA,UA,Passengers,1781
3,MSY,PTY,CM,Passengers,1788
3,IAH,OAX,EV,Passengers,1795
3,EWR,PVR,UA,Passengers,1796
3,IAD,DUB,UA,Passengers,1797
3,MIA,SVD,AA,Passengers,1800
3,MSP,ZIH,SY,Passengers,1801
3,ATL,BRU,DL,Passengers,1801
3,FLL,ARN,DY,Passengers,1806
3,IAH,MUC,UA,Passengers,1811
3,DEN,YUL,QK,Passengers,1816
3,SEA,YYZ,AC,Passengers,1819
3,MCO,NAS,B6,Passengers,1820
3,SFO,BCN,DY,Passengers,1826
3,DTW,MTY,5D,Passengers,1826
3,IAH,MLM,EV,Passengers,1829
3,BOS,MBJ,B6,Passengers,1831
3,LAX,NRT,UA,Passengers,1835
3,DFW,CUN,SY,Passengers,1835
3,PSP,YWG,WS,Passengers,1841
3,EWR,SJD,UA,Passengers,1854
3,GUM,FUK,UA,Passengers,1857
3,CVG,CDG,DL,Passengers,1866
3,FLL,SAL,NK,Passengers,1874
3,JFK,MTY,5D,Passengers,1875
3,SEA,DUB,EI,Passengers,1881
3,JFK,FCO,DY,Passengers,1886
3,SEA,YYC,OO,Passengers,1892
3,TPA,LGW,DI,Passengers,1897
3,EWR,SDQ,F9,Passengers,1900
3,LAX,WAW,LO,Passengers,1901
3,GUM,TKK,UA,Passengers,1906
3,ORD,LIR,UA,Passengers,1909
3,SFO,YYC,QK,Passengers,1911
3,MCO,CNF,AD,Passengers,1913
3,SFO,PEK,CA,Passengers,1919
3,ORD,SJO,UA,Passengers,1922
3,CVG,YYZ,QK,Passengers,1927
3,MSP,DUB,EI,Passengers,1932
3,JFK,TAS,HY,Passengers,1933
3,JFK,VIE,OS,Passengers,1941
3,HNL,CTS,HA,Passengers,1941
3,SJU,YYZ,AC,Passengers,1948
3,ORD,YYC,MQ,Passengers,1950
3,AUS,YYZ,AC,Passengers,1950
3,FLL,POS,B6,Passengers,1951
3,SFO,CDG,DY,Passengers,1954
3,KOA,HND,HA,Passengers,1960
3,MDW,ZCL,Y4,Passengers,1961
3,MIA,CZM,YX,Passengers,1968
3,MCO,YUL,TS,Passengers,1969
3,IAD,YYZ,YV,Passengers,1983
3,EWR,OPO,TP,Passengers,1984
3,JFK,FCO,DL,Passengers,2058
3,FLL,PUJ,B6,Passengers,1991
3,BOS,AMS,KL,Passengers,1995
3,MCO,YYZ,TS,Passengers,1998
3,CLE,YYZ,QK,Passengers,2006
3,IAD,JED,SV,Passengers,2006
3,FLL,AUA,B6,Passengers,2007
3,DEN,PVR,F9,Passengers,2008
3,SAN,FRA,LH,Passengers,2014
3,GUM,ROR,UA,Passengers,2014
3,ORD,QRO,Y4,Passengers,2023
3,JFK,CTG,B6,Passengers,2029
3,IAH,SAL,NK,Passengers,2032
3,SFO,PPT,BF,Passengers,2035
3,EWR,YOW,QK,Passengers,2039
3,KOA,YVR,RV,Passengers,2040
3,MIA,PUJ,G3,Passengers,2042
3,SLC,YVR,OO,Passengers,2043
3,MCO,YOW,WS,Passengers,2044
3,DFW,YYZ,MQ,Passengers,2056
3,IAH,GUA,NK,Passengers,2056
3,DEN,KEF,FI,Passengers,2061
3,IAH,AGU,EV,Passengers,2062
3,LAX,MTY,5D,Passengers,2067
3,LAS,YLW,WO,Passengers,2077
3,HOU,GCM,WN,Passengers,2079
3,FLL,DXB,EK,Passengers,2087
3,RDU,CDG,DL,Passengers,2091
3,LAX,GUA,TA,Passengers,2092
3,IAD,CMN,AT,Passengers,2094
3,MIA,GCM,KX,Passengers,2098
3,ORD,VIE,OS,Passengers,2100
3,IAD,LIS,TP,Passengers,2104
3,FLL,KIN,BW,Passengers,2109
3,DCA,YUL,QK,Passengers,2113
3,PHX,MZT,OO,Passengers,2113
3,CLE,CUN,F9,Passengers,2117
3,JFK,GVA,LX,Passengers,2129
3,CMH,YYZ,QK,Passengers,2130
3,MIA,MAO,AA,Passengers,2150
3,MCO,YXU,WO,Passengers,2152
3,SEA,PVR,DL,Passengers,2153
3,PHX,YQR,WS,Passengers,2155
3,PHL,DUB,EI,Passengers,2162
3,IAH,PVR,YV,Passengers,2164
3,PHX,YXE,WS,Passengers,2165
3,FLL,ELH,3M,Passengers,2168
3,MDW,PUJ,WN,Passengers,2168
3,ATL,BON,DL,Passengers,2182
3,LAX,PVR,CP,Passengers,2193
3,PHL,AMS,AA,Passengers,2196
3,JFK,ANU,B6,Passengers,2201
3,LAX,ZLO,AS,Passengers,2204
3,MIA,CTG,AV,Passengers,2204
3,AUS,FRA,LH,Passengers,2205
3,JFK,EZE,AR,Passengers,2214
3,CLE,PUJ,F9,Passengers,2214
3,FLL,MDE,B6,Passengers,2229
3,MIA,DUS,EW,Passengers,2229
3,FLL,CTG,B6,Passengers,2229
3,SAN,PVR,AS,Passengers,2230
3,SFO,KIX,UA,Passengers,2232
3,MCO,YHZ,WS,Passengers,2237
3,IAD,CAI,MS,Passengers,2243
3,FLL,CNF,AD,Passengers,2244
3,BOS,TLV,LY,Passengers,2247
3,CLE,CUN,NK,Passengers,2250
3,EWR,YUL,KV,Passengers,2253
3,ORD,HKG,CX,Passengers,2254
3,DFW,OAX,MQ,Passengers,2258
3,FLL,AXM,NK,Passengers,2261
3,ATL,ELH,9E,Passengers,2264
3,SFO,ORY,BF,Passengers,2266
3,ATL,GGT,9E,Passengers,2273
3,JFK,RUH,SV,Passengers,2292
3,AUS,CUN,NK,Passengers,2293
3,JFK,LIS,DL,Passengers,2294
3,MIA,CPH,SK,Passengers,2298
3,EWR,ANU,UA,Passengers,2308
3,AUS,MEX,5D,Passengers,2315
3,DFW,MLM,YV,Passengers,2315
3,IAH,ZIH,YV,Passengers,2316
3,LAS,YEG,WS,Passengers,2326
3,AUS,LGW,DI,Passengers,2327
3,ATL,TGU,DL,Passengers,2338
3,LGA,YOW,9E,Passengers,2342
3,SJU,MAD,IB,Passengers,2350
3,MSP,CZM,DL,Passengers,2367
3,IAH,CUN,NK,Passengers,2371
3,EWR,HAV,YX,Passengers,2372
3,MIA,MID,YX,Passengers,2374
3,SEA,ICN,OZ,Passengers,2377
3,JFK,DSS,DL,Passengers,2380
3,IAD,BRU,SN,Passengers,2382
3,DFW,YUL,MQ,Passengers,2383
3,BOS,CDG,DL,Passengers,2384
3,ORD,MTY,EV,Passengers,2388
3,BOS,PLS,B6,Passengers,2393
3,DFW,SAL,TA,Passengers,2401
3,BOS,ZRH,LX,Passengers,2402
3,SFO,LIS,TP,Passengers,2420
3,SEA,HKG,CX,Passengers,2429
3,PHL,PUJ,F9,Passengers,2431
3,PHL,FRA,LH,Passengers,2441
3,EWR,YYZ,YX,Passengers,2443
3,JFK,HND,NH,Passengers,2452
3,PHX,YUL,RV,Passengers,2453
3,MIA,ELH,MQ,Passengers,2454
3,HNL,ICN,OZ,Passengers,2457
3,IAH,SAP,NK,Passengers,2462
3,FLL,KIN,NK,Passengers,2468
3,IAH,ACA,YV,Passengers,2468
3,MIA,TGU,AA,Passengers,2477
3,JFK,BDA,AA,Passengers,2479
3,MIA,COR,AA,Passengers,2481
3,DCA,YYZ,OH,Passengers,2484
3,PHL,CDG,AA,Passengers,2486
3,FLL,PUJ,NK,Passengers,2490
3,LAS,AMS,KL,Passengers,2491
3,EWR,YYC,AC,Passengers,2503
3,SEA,CUN,DL,Passengers,2503
3,EWR,YUL,C5,Passengers,2510
3,BOS,BCN,IB,Passengers,2517
3,MCO,MEX,Y4,Passengers,2525
3,DFW,MEX,5D,Passengers,2525
3,MIA,HEL,AY,Passengers,2531
3,FLL,PLS,B6,Passengers,2535
3,EWR,YYZ,C5,Passengers,2539
3,IAH,GCM,UA,Passengers,2548
3,BOS,MAD,IB,Passengers,2553
3,ATL,BDA,DL,Passengers,2555
3,HNL,NGO,DL,Passengers,2557
3,IAH,NAS,UA,Passengers,2557
3,DFW,CUU,MQ,Passengers,2564
3,CLT,MUC,AA,Passengers,2570
3,IAH,HAV,YV,Passengers,2578
3,LAX,YVR,OO,Passengers,2580
3,HNL,MEL,JQ,Passengers,2581
3,DEN,PTY,CM,Passengers,2586
3,MSP,AMS,KL,Passengers,2592
3,PHX,YYZ,WS,Passengers,2593
3,IAD,SAL,AV,Passengers,2596
3,SFO,BNE,QF,Passengers,2599
3,HOU,MBJ,WN,Passengers,2606
3,LAX,CAN,CZ,Passengers,2616
3,LAS,FRA,DE,Passengers,2620
3,LGA,YYZ,KV,Passengers,2621
3,GUM,KIX,UA,Passengers,2637
3,MCI,CUN,F9,Passengers,2644
3,MIA,SAP,TA,Passengers,2647
3,LAX,TAO,MF,Passengers,2660
3,DTW,PVR,DL,Passengers,2672
3,ORD,PLS,UA,Passengers,2679
3,ATL,HAV,9E,Passengers,2681
3,LAX,HEL,AY,Passengers,2682
3,MIA,FPO,YX,Passengers,2688
3,FLL,POS,BW,Passengers,2698
3,IAD,YYZ,KV,Passengers,2699
3,SAT,MEX,5D,Passengers,2702
3,PHX,GDL,YV,Passengers,2704
3,IAH,YYZ,YV,Passengers,2705
3,SJU,BOG,AV,Passengers,2705
3,LAX,ZRH,LX,Passengers,2715
3,PHX,YYZ,AC,Passengers,2719
3,JFK,HAV,B6,Passengers,2720
3,SEA,FRA,DE,Passengers,2722
3,FLL,STI,NK,Passengers,2734
3,JFK,AMM,RJ,Passengers,2734
3,MIA,WAW,LO,Passengers,2734
3,IAD,CPH,SK,Passengers,2735
3,EWR,CUN,F9,Passengers,2737
3,PHX,HMO,OO,Passengers,2739
3,DFW,BOG,AA,Passengers,2740
3,ORD,YYZ,EV,Passengers,2740
3,LAX,EZE,AA,Passengers,2741
3,FLL,CDG,DY,Passengers,2745
3,DFW,CUN,NK,Passengers,2748
3,IAH,MAN,SQ,Passengers,2755
3,DTW,YOW,9E,Passengers,2759
3,DTW,YYZ,QK,Passengers,2760
3,HNL,KIX,DL,Passengers,2765
3,MIA,BAQ,AV,Passengers,2766
3,SFO,GDL,AM,Passengers,2769
3,MCO,AMS,DL,Passengers,2770
3,SLC,CDG,DL,Passengers,2779
3,STL,PUJ,F9,Passengers,2786
3,EWR,LHR,VS,Passengers,2793
3,KOA,NRT,JL,Passengers,2796
3,JFK,YYC,WS,Passengers,2797
3,CLT,FRA,AA,Passengers,2799
3,LAX,ZCL,Y4,Passengers,2802
3,JFK,FOC,MF,Passengers,2806
3,SNA,YVR,WS,Passengers,2807
3,ORD,CDG,UA,Passengers,2809
3,MIA,MEX,Y4,Passengers,2813
3,DEN,FRA,UA,Passengers,2816
3,SJC,LHR,BA,Passengers,2817
3,ATL,CTG,DL,Passengers,2819
3,DFW,UIO,AA,Passengers,2822
3,LAX,CDG,TN,Passengers,2830
3,MDW,YTZ,PD,Passengers,2834
3,ATL,ICN,DL,Passengers,2843
3,ORD,ARN,SK,Passengers,2849
3,EWR,YHZ,EV,Passengers,2851
3,LAX,MLM,Y4,Passengers,2856
3,PHL,YOW,PT,Passengers,2857
3,BWI,YYZ,QK,Passengers,2862
3,FLL,GCM,WN,Passengers,2870
3,OAK,BJX,Y4,Passengers,2878
3,TPA,YOW,RV,Passengers,2900
3,JFK,BCN,IB,Passengers,2914
3,EWR,GCM,UA,Passengers,2915
3,JFK,ICN,OZ,Passengers,2917
3,JFK,LIR,B6,Passengers,2919
3,TPA,PTY,CM,Passengers,2926
3,MIA,POS,BW,Passengers,2927
3,GUM,ICN,KE,Passengers,2929
3,LAS,YVR,RV,Passengers,2932
3,IAD,YUL,C5,Passengers,2937
3,SJU,PUJ,B6,Passengers,2941
3,IAD,CDG,UA,Passengers,2942
3,IAH,SLP,YV,Passengers,2944
3,ATL,STR,DL,Passengers,2946
3,BOS,YYZ,WS,Passengers,2951
3,MIA,SAL,AV,Passengers,2952
3,IAD,DEL,AI,Passengers,2955
3,SJC,YVR,QK,Passengers,2955
3,DEN,YYZ,OO,Passengers,2957
3,BWI,NAS,WN,Passengers,2957
3,AUS,CUN,WN,Passengers,2958
3,ATL,DUS,DL,Passengers,2960
3,MIA,GEO,AA,Passengers,2961
3,JFK,GDL,Y4,Passengers,2967
3,MCO,MBJ,WN,Passengers,2970
3,BOS,HKG,CX,Passengers,2973
3,DEN,LHR,UA,Passengers,2980
3,JFK,KWI,KU,Passengers,2981
3,IAH,YYC,QK,Passengers,2984
3,LAX,YYC,AC,Passengers,2987
3,IAD,YYZ,C5,Passengers,2995
3,JFK,MBJ,BW,Passengers,3004
3,MCO,KEF,FI,Passengers,3005
3,JFK,MXP,EK,Passengers,3008
3,MSP,CZM,SY,Passengers,3026
3,IAD,AMS,UA,Passengers,3032
3,JFK,KIN,DL,Passengers,3036
3,ORD,YUL,YX,Passengers,3037
3,LAX,MAD,IB,Passengers,3037
3,DFW,MZT,YV,Passengers,3041
3,LAS,PTY,CM,Passengers,3041
3,BOS,SNN,EI,Passengers,3049
3,CLT,MUC,LH,Passengers,3058
3,MIA,DUB,EI,Passengers,3058
3,JFK,MDE,AV,Passengers,3060
3,JFK,LOS,DL,Passengers,3060
3,SPN,ICN,OZ,Passengers,3067
3,ORD,YYZ,AA,Passengers,3074
3,ATL,MAD,DL,Passengers,3078
3,SJC,MLM,Y4,Passengers,3078
3,LAS,YYC,RV,Passengers,3079
3,PHL,MAD,AA,Passengers,3080
3,PDX,AMS,DL,Passengers,3084
3,BOS,BDA,DL,Passengers,3088
3,JFK,GEO,AA,Passengers,3092
3,MIA,SAP,AA,Passengers,3100
3,FAT,MLM,Y4,Passengers,3100
3,DTW,FRA,LH,Passengers,3112
3,SFO,HND,JL,Passengers,3113
3,PHX,MEX,AA,Passengers,3115
3,MIA,BDA,AA,Passengers,3123
3,EWR,SAL,TA,Passengers,3126
3,IAH,CDG,AF,Passengers,3131
3,DFW,GYE,AA,Passengers,3135
3,ORD,KRK,LO,Passengers,3142
3,FLL,STI,B6,Passengers,3156
3,SEA,NRT,NH,Passengers,3161
3,SFO,MEL,QF,Passengers,3164
3,ORD,LIS,TP,Passengers,3165
3,DTW,FRA,DL,Passengers,3168
3,MIA,FCO,AZ,Passengers,3290
3,DEN,YVR,QK,Passengers,3178
3,JFK,SNN,EI,Passengers,3180
3,JFK,ZRH,DL,Passengers,3181
3,IAH,UIO,UA,Passengers,3182
3,JFK,YUL,9E,Passengers,3183
3,EWR,OSL,SK,Passengers,3187
3,IAH,SAL,TA,Passengers,3190
3,JFK,BDA,DL,Passengers,3203
3,CLT,YYZ,AA,Passengers,3210
3,IAD,MEX,UA,Passengers,3214
3,SFO,MEL,UA,Passengers,3217
3,SLC,LHR,DL,Passengers,3221
3,BNA,LHR,BA,Passengers,3224
3,IAD,LHR,VS,Passengers,3231
3,JFK,MAD,DL,Passengers,3233
3,PHL,NAS,AA,Passengers,3237
3,JFK,MBJ,AA,Passengers,3242
3,MSP,YYZ,9E,Passengers,3244
3,BOS,PDL,S4,Passengers,3249
3,LAS,YXX,WO,Passengers,3249
3,FLL,PTY,NK,Passengers,3250
3,GUM,MNL,PR,Passengers,3258
3,MIA,CAP,AA,Passengers,3272
3,FLL,PTY,CM,Passengers,3283
3,LGA,YUL,MQ,Passengers,3290
3,ATL,FRA,LH,Passengers,3299
3,ATL,MAN,VS,Passengers,3310
3,EWR,VIE,OS,Passengers,3312
3,MDW,MBJ,WN,Passengers,3314
3,MIA,NAS,AA,Passengers,3316
3,EWR,ORY,LV,Passengers,3317
3,ATL,SAP,DL,Passengers,3319
3,MIA,BAQ,AA,Passengers,3325
3,JFK,KIN,BW,Passengers,3331
3,MIA,CTG,AA,Passengers,3346
3,EWR,GVA,UA,Passengers,3349
3,SFO,YVR,QK,Passengers,3353
3,MSP,YYC,DL,Passengers,3353
3,LAX,TLV,LY,Passengers,3360
3,EWR,YQB,C5,Passengers,3362
3,JFK,JED,SV,Passengers,3370
3,IAH,MGA,UA,Passengers,3374
3,HNL,FUK,HA,Passengers,3376
3,MSP,LIR,SY,Passengers,3383
3,MCO,HAV,B6,Passengers,3387
3,RDU,LHR,AA,Passengers,3391
3,IAD,TLV,UA,Passengers,3403
3,SLC,YYC,DL,Passengers,3405
3,IAH,TGU,UA,Passengers,3411
3,JFK,GCM,B6,Passengers,3414
3,SEA,FRA,LH,Passengers,3417
3,BWI,LHR,BA,Passengers,3421
3,MSP,CDG,DL,Passengers,3426
3,JFK,PLS,DL,Passengers,3427
3,SFO,CDG,UA,Passengers,3432
3,MSP,YWG,OO,Passengers,3434
3,MSP,YYZ,KV,Passengers,3435
3,MSY,YYZ,QK,Passengers,3442
3,JFK,NRT,JL,Passengers,3450
3,JFK,SXM,DL,Passengers,3460
3,DFW,GCM,AA,Passengers,3467
3,IAH,CZM,UA,Passengers,3470
3,SFO,YYC,OO,Passengers,3483
3,FLL,SAP,NK,Passengers,3483
3,IAH,PUJ,UA,Passengers,3492
3,JFK,MAD,DY,Passengers,3496
3,SMF,GDL,AM,Passengers,3510
3,LAS,LGW,BA,Passengers,3511
3,PHL,MAN,AA,Passengers,3515
3,IAH,AMS,UA,Passengers,3515
3,ORD,CDG,AF,Passengers,3517
3,MSP,YXE,OO,Passengers,3527
3,ORD,GDL,AM,Passengers,3534
3,MSY,LHR,BA,Passengers,3535
3,DFW,NAS,AA,Passengers,3536
3,JFK,GND,B6,Passengers,3563
3,SEA,SIN,SQ,Passengers,3565
3,SFO,YYZ,UA,Passengers,3567
3,MIA,CLO,AA,Passengers,3570
3,FLL,SDQ,B6,Passengers,3578
3,FAT,GDL,AM,Passengers,3583
3,DTW,SJD,DL,Passengers,3583
3,STL,CUN,WN,Passengers,3587
3,FLL,BZE,WN,Passengers,3592
3,OGG,YYC,AC,Passengers,3596
3,SEA,SJD,DL,Passengers,3614
3,IAH,POS,UA,Passengers,3616
3,JFK,FRA,DL,Passengers,3623
3,PHX,YYC,AC,Passengers,3630
3,LAX,BJX,Y4,Passengers,3630
3,LAX,CPH,SK,Passengers,3632
3,FLL,LIM,NK,Passengers,3632
3,IAH,FRA,UA,Passengers,3634
3,EWR,ATH,EK,Passengers,3637
3,EWR,LIM,UA,Passengers,3645
3,SAN,YYC,WS,Passengers,3648
3,LAX,YEG,WS,Passengers,3652
3,FLL,BOG,B6,Passengers,3656
3,SFO,PPT,UA,Passengers,3657
3,LAX,MEX,AA,Passengers,3657
3,LAX,GRU,AA,Passengers,3661
3,ORD,AKL,NZ,Passengers,3663
3,JFK,OSL,DY,Passengers,3663
3,BOS,NRT,JL,Passengers,3666
3,IAD,ZRH,UA,Passengers,3672
3,EWR,KEF,FI,Passengers,3672
3,EWR,CPT,UA,Passengers,3675
3,MIA,SAL,AA,Passengers,3681
3,IAH,YUL,KV,Passengers,3684
3,LAX,PPT,AF,Passengers,3686
3,MSP,LHR,DL,Passengers,3690
3,MIA,BSB,AA,Passengers,3690
3,DTW,YYZ,OO,Passengers,3690
3,PHX,GDL,Y4,Passengers,3699
3,SFO,ICN,UA,Passengers,3701
3,LAX,AUH,EY,Passengers,3702
3,ORD,AMS,UA,Passengers,3727
3,JFK,BRU,DL,Passengers,3729
3,RSW,YUL,RV,Passengers,3730
3,EWR,SXM,UA,Passengers,3730
3,BOS,MUC,LH,Passengers,3733
3,EWR,DUS,EW,Passengers,3745
3,IAH,GDL,Y4,Passengers,3752
3,SPN,NRT,BC,Passengers,3754
3,DFW,QRO,MQ,Passengers,3754
3,SEA,NRT,JL,Passengers,3774
3,SLC,AMS,DL,Passengers,3778
3,LAX,CDG,DL,Passengers,3787
3,JFK,ACC,DL,Passengers,3794
3,FLL,UIO,B6,Passengers,3796
3,PHL,LHR,AA,Passengers,3801
3,ATL,MUC,DL,Passengers,3808
3,FLL,GUA,NK,Passengers,3811
3,DTW,LHR,DL,Passengers,3825
3,MIA,MDE,AV,Passengers,3829
3,LAX,BCN,DY,Passengers,3840
3,BOS,LHR,DL,Passengers,3840
3,GUM,NGO,UA,Passengers,3859
3,ATL,LOS,DL,Passengers,3862
3,EWR,ZRH,UA,Passengers,3868
3,JFK,EDI,DL,Passengers,3869
3,MIA,TLV,LY,Passengers,3871
3,MCO,MBJ,B6,Passengers,3871
3,IAD,KEF,FI,Passengers,3883
3,HNL,BNE,HA,Passengers,3888
3,MIA,AMS,KL,Passengers,3894
3,ORD,YYC,OO,Passengers,3894
3,DFW,GDL,Y4,Passengers,3896
3,TPA,YHZ,RV,Passengers,3898
3,JFK,GYE,B6,Passengers,3905
3,BOS,YTZ,PD,Passengers,3908
3,EWR,SIN,SQ,Passengers,3913
3,ATL,SAL,DL,Passengers,3915
3,LAX,SHE,CZ,Passengers,3916
3,MIA,GGT,YX,Passengers,3919
3,EWR,POP,UA,Passengers,3919
3,MIA,CLO,AV,Passengers,3922
3,DFW,NRT,JL,Passengers,3923
3,MSP,YEG,OO,Passengers,3927
3,FLL,MBJ,NK,Passengers,3931
3,CLT,SJO,AA,Passengers,3935
3,OAK,MEX,Y4,Passengers,3938
3,ORD,KEF,FI,Passengers,3940
3,BOS,FRA,LH,Passengers,3940
3,FLL,LIM,B6,Passengers,3942
3,FLL,PLS,WN,Passengers,3949
3,FLL,MBJ,B6,Passengers,3950
3,HNL,AKL,HA,Passengers,3953
3,IAH,YEG,UA,Passengers,3955
3,MCO,YOW,RV,Passengers,3956
3,SAN,NRT,JL,Passengers,3959
3,DEN,MUC,LH,Passengers,3962
3,SEA,YYC,QX,Passengers,3963
3,SFO,CPH,SK,Passengers,3964
3,HNL,YYZ,AC,Passengers,3968
3,MIA,YYZ,WS,Passengers,3971
3,EWR,MAD,UA,Passengers,3974
3,RNO,GDL,Y4,Passengers,3979
3,EWR,ADD,ET,Passengers,3980
3,MCO,DUB,EI,Passengers,3984
3,LAX,YYZ,WS,Passengers,3985
3,JFK,SJO,AA,Passengers,4001
3,ORD,YVR,UA,Passengers,4001
3,FLL,BOG,AV,Passengers,4004
3,LAX,NRT,AA,Passengers,4009
3,DFW,LIM,AA,Passengers,4011
3,MCO,SJO,NK,Passengers,4015
3,SEA,CDG,DL,Passengers,4016
3,DFW,AGU,MQ,Passengers,4018
3,SLC,YYZ,DL,Passengers,4079
3,LAS,YYZ,AC,Passengers,4029
3,PDX,YVR,QK,Passengers,4029
3,TPA,YHM,WO,Passengers,4033
3,BOS,NAS,DL,Passengers,4040
3,CLT,BGI,AA,Passengers,4042
3,ORD,YUL,OO,Passengers,4042
3,IAD,NRT,UA,Passengers,4044
3,FLL,YYZ,TS,Passengers,4045
3,FLL,SJO,B6,Passengers,4049
3,SFO,HND,UA,Passengers,4055
3,JFK,TPE,CI,Passengers,4060
3,MCO,CUN,B6,Passengers,4064
3,SAT,MEX,Y4,Passengers,4066
3,JFK,GEO,BW,Passengers,4069
3,MDW,GDL,Y4,Passengers,4080
3,MSP,MEX,DL,Passengers,4089
3,SFO,ZRH,LX,Passengers,4090
3,HOU,CZM,WN,Passengers,4094
3,SEA,YLW,QX,Passengers,4097
3,PHL,YYZ,KV,Passengers,4099
3,CLT,MEX,AA,Passengers,4101
3,JFK,SXM,B6,Passengers,4106
3,IAD,PUJ,UA,Passengers,4126
3,SLC,PVR,DL,Passengers,4132
3,MCO,SJO,B6,Passengers,4134
3,DTW,MEX,DL,Passengers,4138
3,ORD,BRU,UA,Passengers,4140
3,LAX,DUB,EI,Passengers,4142
3,DTW,YYZ,9E,Passengers,4146
3,DFW,MBJ,AA,Passengers,4153
3,EWR,DUB,EI,Passengers,4153
3,EWR,BOG,UA,Passengers,4160
3,ORD,NRT,JL,Passengers,4165
3,GUM,MNL,UA,Passengers,4169
3,DEN,GDL,Y4,Passengers,4170
3,IAD,ICN,KE,Passengers,4171
3,ATL,YYC,WS,Passengers,4175
3,DFW,FRA,LH,Passengers,4184
3,DFW,LIR,AA,Passengers,4186
3,ORD,NAS,UA,Passengers,4192
3,ORD,CPH,SK,Passengers,4199
3,OAK,MLM,Y4,Passengers,4201
3,MSP,MZT,SY,Passengers,4202
3,PSP,YYZ,RV,Passengers,4203
3,BWI,MBJ,NK,Passengers,4204
3,JFK,ANU,AA,Passengers,4213
3,HOU,BZE,WN,Passengers,4215
3,FLL,AUA,WN,Passengers,4216
3,IAH,YVR,UA,Passengers,4217
3,EWR,BCN,UA,Passengers,4220
3,MSP,LIR,DL,Passengers,4222
3,LAS,MEX,AM,Passengers,4228
3,MDW,CUN,WN,Passengers,4237
3,ORD,MUC,LH,Passengers,4246
3,PHX,SJO,AA,Passengers,4248
3,SEA,MEX,AM,Passengers,4274
3,JFK,MAD,AA,Passengers,4276
3,FLL,YOW,RV,Passengers,4280
3,IAH,YYZ,UA,Passengers,4280
3,BOS,PTY,CM,Passengers,4281
3,DEN,YYC,UA,Passengers,4284
3,SEA,YEG,QX,Passengers,4287
3,FLL,CTG,NK,Passengers,4289
3,MIA,YYZ,AA,Passengers,4289
3,ORD,MUC,UA,Passengers,4290
3,SEA,LHR,VS,Passengers,4294
3,JFK,NRT,NH,Passengers,4306
3,SFO,TPE,UA,Passengers,4310
3,DEN,YYZ,AC,Passengers,4311
3,PBI,YUL,RV,Passengers,4312
3,FLL,GYE,NK,Passengers,4313
3,ATL,FRA,DL,Passengers,4320
3,DFW,YYZ,KV,Passengers,4321
3,PHL,SXM,AA,Passengers,4327
3,ORD,AUA,UA,Passengers,4328
3,LGA,YYZ,MQ,Passengers,4329
3,LAX,HND,AA,Passengers,4330
3,FLL,PUJ,WN,Passengers,4334
3,MSP,YYC,OO,Passengers,4341
3,FLL,CUN,B6,Passengers,4353
3,PHL,CUN,NK,Passengers,4369
3,MCO,BOG,NK,Passengers,4377
3,MCO,YHZ,RV,Passengers,4388
3,JFK,MUC,LH,Passengers,4389
3,JFK,BOG,DL,Passengers,4390
3,JFK,KBP,PS,Passengers,4390
3,SFO,LGW,DI,Passengers,4392
3,PHX,LHR,AA,Passengers,4415
3,DEN,MEX,AM,Passengers,4418
3,ATL,KIN,DL,Passengers,4418
3,MIA,MGA,TA,Passengers,4420
3,FLL,GYE,B6,Passengers,4420
3,DEN,YEG,OO,Passengers,4423
3,FLL,PAP,NK,Passengers,4430
3,JFK,PLS,B6,Passengers,4430
3,PSP,YVR,AC,Passengers,4431
3,SLC,GDL,5D,Passengers,4433
3,CLT,YUL,OH,Passengers,4456
3,JFK,POP,B6,Passengers,4456
3,MIA,FOR,JJ,Passengers,4465
3,SAN,SJD,WN,Passengers,4473
3,BOS,YUL,QK,Passengers,4488
3,JFK,PAP,B6,Passengers,4492
3,LAX,MEL,UA,Passengers,4510
3,MIA,EZE,4M,Passengers,4511
3,DEN,YYC,OO,Passengers,4517
3,SFO,NRT,NH,Passengers,4525
3,CLT,SXM,AA,Passengers,4530
3,LAX,YVR,CP,Passengers,4532
3,IAD,DUB,EI,Passengers,4535
